"Folder"	"Gene"	"iframe"
"STAMP_all_Lollipop"	"TRIM58"	2510
"STAMP_all_Lollipop"	"TRIP13"	2512
"STAMP_all_Lollipop"	"TRPC5"	2514
"STAMP_all_Lollipop"	"TSC1"	2516
"STAMP_all_Lollipop"	"TSC2"	2518
"STAMP_all_Lollipop"	"U2AF1"	2520
"STAMP_all_Lollipop"	"UGT3A2"	2522
"STAMP_all_Lollipop"	"VEGFA"	2524
"STAMP_all_Lollipop"	"VHL"	2526
"STAMP_all_Lollipop"	"VSTM2A"	2528
"STAMP_all_Lollipop"	"WDR7"	2530
"STAMP_all_Lollipop"	"WHSC1L1"	2532
"STAMP_all_Lollipop"	"YAP1"	2534
"STAMP_all_Lollipop"	"ZAN"	2536
"STAMP_all_Lollipop"	"ZIC1"	2538
"STAMP_all_Lollipop"	"ZIC4"	2540
"STAMP_all_Lollipop"	"ZMYM5"	2542
"STAMP_all_Lollipop"	"ZNF236"	2544
"STAMP_all_Lollipop"	"ZNF521"	2546
